model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Enterococcus_faecalis_R712.mat,1553,934,547,283,39,109,8
Pseudomonas_aeruginosa_B136_33.mat,2308,1328,816,324,123,176,8
Bacteroides_faecis_ERR1203949.mat,1261,675,378,239,28,47,6
Staphylococcus_aureus_subsp_aureus_CIGC341D.mat,1384,726,343,277,51,84,5
Prevotella_buccae_D17.mat,1452,917,546,304,37,81,7
Bacillus_cereus_VD140.mat,2025,1248,767,309,78,165,8
Acinetobacter_baumannii_NIPH_601.mat,1558,854,448,295,71,88,7
Sarcina_nov_ERR2221238.mat,1172,688,434,221,26,32,4
Vagococcus_fluvialis_bH819.mat,1084,672,371,265,29,32,7
Aggregatibacter_aphrophilus_NJ8700.mat,1409,762,400,275,35,81,7
Escherichia_coli_KTE231.mat,3600,1226,725,298,101,188,8
Acinetobacter_baumannii_ATCC_17978.mat,1484,850,452,303,73,70,7
Escherichia_coli_2846750.mat,3587,1248,734,295,96,203,8
Escherichia_coli_P0299917_7.mat,3187,876,438,284,79,122,7
Staphylococcus_aureus_subsp_aureus_ED98.mat,1390,726,350,278,49,78,6
Atopobium_parvulum_DSM_20469.mat,869,566,298,235,25,33,7
Campylobacter_coli_90_3.mat,1400,921,488,340,55,88,7
Escherichia_coli_KTE88.mat,3576,1223,723,291,103,192,8
Bacteroides_uniformis_CL03T12C37.mat,3062,1020,642,287,45,105,8
Escherichia_coli_EC1870.mat,3586,1265,753,299,102,205,8
Staphylococcus_aureus_HI168.mat,1413,748,369,267,53,92,6
Enterococcus_faecalis_B1249.mat,1233,661,328,276,23,49,6
Acinetobacter_baumannii_ABNIH19.mat,1557,851,451,288,73,89,7
Pseudomonas_putida_ND6.mat,1777,953,503,306,90,108,7
Collinsella_aerofaciens_ERR1022416.mat,946,557,254,268,23,34,5
Escherichia_coli_ABU_83972.mat,3575,1219,722,290,101,192,8
Lactobacillus_delbrueckii_subsp_bulgaricus_2038.mat,1226,784,488,245,30,61,8
Lactobacillus_rhamnosus_LRHMDP3.mat,2270,889,535,260,42,99,7
Collinsella_intestinalis_DSM_13280.mat,738,521,312,172,22,32,5
Staphylococcus_aureus_A9635.mat,1392,737,371,265,53,79,6
Blautia_nov_ERR2230136.mat,1075,708,396,269,27,43,5
Bacteroides_nov_ERR2221375.mat,1234,695,398,240,31,49,6
Escherichia_coli_PA45.mat,3144,864,443,285,70,106,7
Escherichia_coli_P0298942_4.mat,3199,875,437,280,77,126,7
Enterococcus_faecalis_ERV72.mat,1565,952,563,287,41,111,8
Enterococcus_faecalis_5952.mat,1241,672,325,277,25,62,6
Raoultella_ornithinolytica_2_156_04_S1_C1.mat,1855,850,494,256,73,72,7
Escherichia_coli_H252.mat,3556,1219,724,291,98,190,8
Bacteroides_thetaiotaomicron_7330.mat,1504,644,308,281,27,52,6
Variovorax_paradoxus_B4.mat,1625,924,488,342,119,77,7
Mitsuokella_jalaludinii_ERR1022286.mat,1186,626,278,296,27,47,5
Turicibacter_sanguinis_ERR2230131.mat,985,635,373,238,25,23,5
Brachyspira_aalborgi_513A.mat,1078,697,345,322,22,29,4
Escherichia_coli_P0304777_9.mat,3206,862,428,283,79,119,7
Enterococcus_faecalis_V583.mat,1265,662,327,258,27,67,5
Streptococcus_mutans_SF12.mat,1372,824,472,297,32,66,8
Escherichia_coli_KTE67.mat,3566,1216,721,290,99,192,8
Ureaplasma_urealyticum_4155.mat,529,412,161,235,4,18,6
Corynebacterium_pseudodiphtheriticum_DSM_44287.mat,917,590,344,202,32,39,5
Actinomyces_europaeus_UMB0652_ERR1203664_17957_1_76_1.mat,933,542,293,198,26,42,6
Escherichia_coli_KTE77.mat,3604,1212,727,291,98,182,8
Bacillus_atrophaeus_DJHJ8.mat,1479,862,485,276,117,79,6
Lactobacillus_gasseri_ERR2221164.mat,966,515,212,274,23,56,5
Klebsiella_pneumoniae_ERR2221115.mat,1966,841,428,285,79,102,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_561362_1_1.mat,1881,846,438,283,76,103,6
Odoribacter_laneus_YIT_12061.mat,1244,721,396,253,30,74,7
Campylobacter_jejuni_subsp_jejuni_2008_988.mat,1325,905,482,373,49,60,7
Hydrotalea_flava_isolate_2.mat,908,669,255,398,25,12,6
Staphylococcus_aureus_M1061.mat,1407,731,348,279,49,84,6
Lactobacillus_paracasei_subsp_paracasei_Lpp120.mat,1433,883,551,265,40,72,8
Lactobacillus_vaginalis_ATCC_49540.mat,1043,712,421,237,24,56,7
Streptococcus_agalactiae_GB00864.mat,2182,860,487,293,35,93,7
Lactobacillus_paracasei_subsp_paracasei_Lpp46.mat,1528,948,602,248,44,107,8
Parascardovia_denticolens_IPLA_20019.mat,810,464,243,195,14,19,6
Streptococcus_pneumoniae_NP112.mat,1103,581,255,268,17,56,5
Escherichia_coli_09BKT078844.mat,3585,1260,754,299,102,194,8
Helicobacter_pylori_NQ1707.mat,1253,817,450,332,36,51,7
Staphylococcus_epidermidis_NIHLM095.mat,1679,1057,615,312,71,121,7
Enterococcus_faecalis_7330112_3.mat,1256,683,338,277,25,60,6
Corynebacterium_casei_LMG_S_19264.mat,1061,675,386,227,44,51,6
Staphylococcus_aureus_M1.mat,1413,736,350,282,51,84,6
Enterococcus_casseliflavus_ATCC_12755.mat,1282,741,430,234,29,83,7
Dorea_formicigenerans_ATCC_27755.mat,1229,774,459,255,39,64,8
Bacillus_thuringiensis_IBL_200.mat,1547,882,468,291,62,107,6
Eggerthella_lenta_22C.mat,1120,788,469,271,33,63,7
Escherichia_coli_DEC8C.mat,3592,1223,715,295,107,203,8
Staphylococcus_aureus_subsp_aureus_103564.mat,1393,737,351,282,51,84,6
Bacteroides_fragilis_ERR1022457.mat,1370,653,311,283,31,58,5
Ureaplasma_urealyticum_serovar_11_str_ATCC_33695.mat,523,426,162,262,4,4,6
Pseudobutyrivibrio_ruminis_AD2017.mat,1137,720,389,278,24,50,7
Acinetobacter_sp_WC_323.mat,1538,857,460,280,77,94,7
Murdochiella_massiliensis_CSUR_P1987.mat,715,460,250,176,12,32,3
Lactococcus_garvieae_ATCC_49156.mat,1110,660,362,244,18,49,7
Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_SARB30.mat,3501,1235,758,291,94,172,7
Escherichia_coli_KTE143.mat,3589,1238,724,309,93,194,8
Escherichia_coli_HM27.mat,3494,1215,710,319,95,169,8
Paeniclostridium_sordellii_UMC4401.mat,1082,635,399,204,24,26,5
Escherichia_coli_DEC14D.mat,3605,1246,737,295,107,204,8
Streptococcus_agalactiae_LMG_15094.mat,2176,859,488,294,37,93,8
Prevotellaceae_bacterium_Marseille_P2826.mat,862,524,300,197,16,33,6
Bacillus_cereus_IS075.mat,2036,1233,752,317,85,156,8
Dyadobacter_beijingensis_DSM_21582.mat,1548,913,434,375,118,90,8
Escherichia_coli_KTE9.mat,3647,1254,748,298,101,193,8
Lactobacillus_parabrevis_ATCC_53295.mat,1751,555,329,195,30,27,4
Bacillus_cereus_BAG2O_1.mat,2036,1240,758,313,80,165,8
Bacteroides_uniformis_ERR2230141.mat,1302,649,360,246,27,37,5
Escherichia_coli_KTE142.mat,2476,1260,735,311,113,203,8
Syntrophus_aciditrophicus_SB.mat,1163,699,410,243,26,40,5
Helicobacter_pylori_Hp_H_16.mat,1291,830,464,308,33,75,7
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_U288.mat,2378,1257,780,291,96,172,7
Streptococcus_agalactiae_BSU252.mat,2210,848,476,290,45,99,7
Pediococcus_acidilactici_ERR2221292.mat,892,526,291,201,22,29,6
Streptococcus_agalactiae_MRI_Z1_215.mat,2208,854,477,288,47,103,8
Yersinia_enterocolitica_subsp_palearctica_YE_149.mat,2155,1208,758,301,74,145,7
Actinobacillus_pleuropneumoniae_serovar_12_str_1096.mat,1746,1033,609,311,58,123,8
Lachnobacterium_bovis_AE2004.mat,983,654,340,274,18,37,4
Escherichia_coli_P0304816_2.mat,3197,888,432,304,77,122,7
Lactobacillus_sakei_subsp_sakei_DSM_20017_JCM_1157.mat,976,607,349,234,18,20,5
Enterococcus_faecium_HF50106.mat,1064,570,299,215,23,47,6
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_D23580.mat,2377,1248,774,293,96,171,7
Parabacteroides_johnsonii_DSM_18315.mat,2647,848,521,252,41,75,6
Rahnella_aquatilis_CIP_78_65_ATCC_33071.mat,1779,849,458,278,77,90,7
Lactobacillus_florum_2F.mat,754,481,229,231,18,16,4
Escherichia_coli_99_0713.mat,3578,1254,747,300,102,199,8
Escherichia_coli_CUMT8.mat,3608,1233,720,297,108,209,8
Fusobacterium_nucleatum_subsp_polymorphum_ATCC_10953.mat,1615,1018,648,288,45,89,7
Brevibacillus_agri_BAB_2500.mat,1609,912,505,285,120,108,8
Escherichia_coli_LCT_EC52.mat,3559,1210,717,290,97,188,8
Bacillus_amyloliquefaciens_LL3.mat,1514,871,491,280,114,78,6
Escherichia_coli_C844_97.mat,3562,1215,715,296,99,187,8
Actinobacillus_pleuropneumoniae_serovar_11_str_56153.mat,1805,1064,653,295,58,125,8
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_STm12.mat,2375,1245,773,291,94,169,7
Escherichia_coli_ONT_H33_str_C48_93.mat,3167,880,432,306,74,115,7
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_648900_1_16.mat,2329,1232,764,290,98,164,7
Escherichia_coli_97_0246.mat,3597,1251,725,304,101,208,8
Enterococcus_mundtii_ATCC_882.mat,1033,574,323,209,28,34,6
Escherichia_coli_DEC12A.mat,3580,1241,719,314,97,196,8
Pseudomonas_alcaliphila_34.mat,1781,1037,580,319,128,118,8
Dakarella_massiliensis_ND3.mat,1062,703,348,321,25,28,5
Clostridium_disporicum_2789STDY5608827.mat,1230,683,414,224,33,40,5
Clostridium_sporogenes_PA_3679.mat,1669,1037,660,282,53,96,8
Listeria_innocua_ATCC_33091.mat,1193,722,389,293,81,40,7
Meiothermus_silvanus_DSM_9946.mat,1266,684,377,255,37,47,5
Salmonella_enterica_subsp_enterica_serovar_Newport_str_CVM_N18486.mat,2381,1262,776,292,96,184,7
Acidaminococcus_fermentans_DSM_20731.mat,1231,729,425,245,38,57,8
Streptococcus_equi_subsp_zooepidemicus_MGCS10565.mat,1757,545,285,223,18,35,5
Escherichia_coli_O103H2_str_12009.mat,3625,1239,724,298,101,201,8
Escherichia_coli_96_0109.mat,3582,1263,757,299,102,199,8
Ureaplasma_parvum_serovar_3_str_ATCC_700970.mat,527,410,159,235,4,18,6
Streptococcus_pneumoniae_AP200.mat,1100,581,258,267,19,56,5
Escherichia_coli_O157_H7_str_1044.mat,3516,1242,735,317,101,181,8
Enterococcus_faecalis_B3053.mat,1233,661,328,276,23,49,6
Streptococcus_sp_BS35b.mat,943,547,267,253,16,24,5
Lachnospira_pectinoschiza_ERR1022401.mat,940,610,341,237,18,27,5
Yersinia_pseudotuberculosis_IP_32953.mat,2126,1185,744,293,80,138,8
Streptococcus_pasteurianus_651_SPAS_0_477_18720.mat,953,579,322,228,21,28,6
Staphylococcus_aureus_subsp_aureus_21209.mat,1406,732,355,276,51,81,6
Campylobacter_coli_1961.mat,1402,906,493,324,55,84,7
Paraprevotella_xylaniphila_YIT_11841.mat,1998,701,349,282,28,68,7
Helicobacter_pullorum_MIT_98_5489.mat,1027,741,398,280,31,58,6
Escherichia_coli_P0304777_3.mat,3204,857,429,283,79,113,7
Streptococcus_agalactiae_str_Gottschalk_999B.mat,2173,846,484,288,35,89,7
Staphylococcus_aureus_M0687.mat,1404,725,347,278,49,80,6
Streptococcus_pneumoniae_GA14688.mat,1108,583,253,272,17,56,5
Clostridioides_difficile_002_P50_2011.mat,1752,1070,653,290,63,122,8
Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957.mat,1915,644,348,229,29,72,6
Klebsiella_oxytoca_10_5245.mat,2036,918,531,256,80,102,7
Ruminococcus_sp_SR1_5.mat,1134,756,487,217,34,52,6
Mitsuokella_jalaludinii_DSM_13811.mat,1282,692,351,284,31,54,7
Neisseria_sicca_C2010005502.mat,1131,691,338,304,41,39,6
Lactobacillus_paraplantarum_D2_1.mat,1100,650,377,231,40,33,6
Lactobacillus_reuteri_MM4_1A.mat,1088,715,546,109,22,55,5
Clostridium_perfringens_str_13.mat,2434,960,579,268,59,120,8
Lachnospira_multipara_D15d.mat,947,610,339,243,16,27,4
Streptococcus_mutans_NCTC_11060.mat,1388,842,482,295,32,76,8
Staphylococcus_aureus_subsp_aureus_D139.mat,1409,740,350,282,59,82,6
Staphylococcus_epidermidis_NIH05001.mat,1672,1048,614,306,67,123,7
Bordetella_hinzii_OH87_BAL007II.mat,1640,975,584,308,108,74,8
Acinetobacter_calcoaceticus_PHEA_2.mat,1710,942,516,318,77,83,8
Cryptobacterium_curtum_DSM_15641.mat,900,617,320,253,18,50,7
Enterococcus_faecium_UAA1023.mat,1075,592,320,215,21,50,6
Helicobacter_pylori_GAM231Ai.mat,1299,904,457,391,35,78,7
